area,x,y,z,cluster,cell
131.0,735.9770992366413,624.6030534351145,56.79389312977099,2,Unknown
189.0,737.2063492063492,594.4603174603175,55.67195767195767,0,Unknown
120.0,732.9916666666667,708.3833333333333,56.06666666666667,0,Unknown
93.0,732.3978494623656,509.3870967741936,56.12903225806452,4,Unknown
150.0,731.4333333333333,651.16,55.04,9,Vascular progenitors cells
97.0,728.1340206185567,717.8350515463917,56.70103092783505,2,Unknown
42.0,725.3095238095239,465.5238095238095,55.333333333333336,2,Unknown
158.0,725.7974683544304,426.55696202531647,56.9493670886076,4,Unknown
144.0,726.0416666666666,544.5347222222222,56.97222222222222,4,Unknown
167.0,722.311377245509,676.8562874251497,55.808383233532936,0,Unknown
101.0,719.7227722772277,538.8910891089109,56.53465346534654,4,Unknown
37.0,719.0,760.0,56.0,0,Unknown
170.0,716.035294117647,617.1117647058824,56.10588235294118,0,Unknown
67.0,716.8805970149253,384.2985074626866,56.507462686567166,0,Unknown
189.0,716.1746031746031,716.0687830687831,56.43386243386244,0,Unknown
63.0,710.6825396825396,730.2539682539683,56.66666666666666,2,Unknown
111.0,710.3153153153153,416.981981981982,56.648648648648646,4,Unknown
138.0,712.5217391304348,393.5507246376812,55.31884057971015,0,Unknown
181.0,711.1933701657458,638.5414364640884,55.668508287292816,0,Unknown
178.0,707.3932584269663,439.0337078651685,55.21348314606742,4,Unknown
237.0,707.6582278481013,526.6075949367089,55.86497890295359,1,Unknown
180.0,706.5055555555556,681.5277777777778,56.644444444444446,9,Vascular progenitors cells
148.0,705.8040540540541,498.55405405405406,56.108108108108105,0,Unknown
48.0,705.625,402.4375,55.54166666666666,6,Unknown
183.0,706.6065573770492,444.8251366120219,56.60109289617486,4,Unknown
229.0,702.4890829694323,474.6069868995633,58.02620087336245,6,Unknown
181.0,692.6629834254144,284.64088397790056,56.0,2,Unknown
56.0,691.9107142857143,444.4285714285714,56.32142857142857,3,Unknown
215.0,690.9581395348837,477.3860465116279,56.42790697674418,6,Unknown
229.0,693.0174672489082,297.7860262008734,55.1528384279476,2,Unknown
23.0,689.5652173913044,439.82608695652175,56.0,6,Unknown
74.0,688.3378378378378,304.2837837837838,56.83783783783784,0,Unknown
120.0,683.125,301.14166666666665,55.88333333333333,0,Unknown
181.0,682.0386740331492,608.8011049723757,55.10497237569061,1,Unknown
69.0,680.2753623188406,722.304347826087,55.01449275362319,3,Unknown
219.0,680.5707762557078,738.5799086757991,55.6986301369863,3,Unknown
129.0,675.1162790697674,466.5193798449613,56.65116279069768,6,Unknown
33.0,674.7272727272727,188.84848484848484,56.0,8,Unknown
133.0,674.0451127819549,333.390977443609,56.796992481203006,9,Vascular progenitors cells
125.0,670.96,225.904,55.872,8,Unknown
48.0,668.125,756.2708333333334,56.375,9,Vascular progenitors cells
161.0,666.2546583850932,551.3478260869565,57.130434782608695,6,Unknown
333.0,666.4114114114114,395.96096096096096,54.306306306306304,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
226.0,657.9690265486726,325.5619469026549,57.24778761061947,2,Unknown
260.0,656.5923076923077,442.5884615384616,57.261538461538464,4,Unknown
175.0,655.5142857142857,598.1257142857143,55.92,4,Unknown
86.0,654.3139534883721,420.1162790697674,56.69767441860465,2,Unknown
169.0,648.3846153846154,400.8343195266272,56.42603550295858,9,Vascular progenitors cells
100.0,646.94,647.81,55.9,1,Unknown
369.0,646.6829268292682,658.7859078590786,54.81842818428184,1,Unknown
199.0,644.7537688442211,336.95979899497485,55.527638190954775,7,Unknown
132.0,643.6969696969697,329.81060606060606,55.45454545454545,2,Unknown
172.0,640.7558139534884,291.0581395348837,56.08139534883721,2,Unknown
192.0,640.0989583333334,439.65625,56.53125,4,Unknown
129.0,636.3255813953489,752.7906976744187,55.5968992248062,3,Unknown
78.0,638.0641025641025,519.8974358974359,56.15384615384615,4,Unknown
154.0,636.8896103896104,311.0064935064935,56.54545454545455,0,Unknown
98.0,636.3061224489796,777.0204081632653,56.81632653061224,9,Vascular progenitors cells
79.0,635.7341772151899,356.1392405063291,55.11392405063291,0,Unknown
39.0,633.6666666666666,397.6410256410256,56.0,0,Unknown
215.0,632.7116279069768,343.0604651162791,55.013953488372096,7,Unknown
251.0,633.9521912350598,668.6693227091633,55.2589641434263,6,Unknown
226.0,631.4646017699115,266.1194690265487,55.88495575221239,11,Unknown
43.0,627.4186046511628,762.4186046511628,55.34883720930232,7,Unknown
151.0,624.4900662251656,590.3708609271523,56.23841059602649,17,Unknown
326.0,624.4263803680982,741.7331288343559,56.104294478527606,7,Unknown
75.0,622.5466666666666,500.62666666666667,56.42666666666667,4,Unknown
88.0,622.2727272727273,446.46590909090907,54.90909090909091,1,Unknown
178.0,620.061797752809,325.08988764044943,56.79775280898876,7,Unknown
176.0,618.2556818181819,410.8522727272728,56.18181818181818,7,Unknown
202.0,612.5,784.2673267326733,55.772277227722775,9,Vascular progenitors cells
88.0,611.0454545454545,765.6704545454545,55.45454545454545,7,Unknown
99.0,611.7272727272727,490.47474747474746,57.35353535353536,4,Unknown
32.0,612.5,171.5,56.0,8,Unknown
98.0,609.204081632653,775.0612244897959,54.95918367346939,9,Vascular progenitors cells
126.0,609.5079365079365,482.5952380952381,56.68253968253968,4,Unknown
86.0,610.2209302325581,348.5,55.83720930232558,3,Unknown
289.0,607.9896193771626,261.24913494809687,57.141868512110726,21,Epithelial cells (E-cadherin+)
302.0,608.4735099337748,511.4602649006623,55.50331125827815,4,Unknown
166.0,608.4096385542168,309.0,56.16867469879518,2,Unknown
189.0,606.7566137566138,602.1005291005291,55.3015873015873,17,Unknown
204.0,605.0735294117648,750.6274509803922,57.55882352941177,7,Unknown
187.0,599.187165775401,705.2780748663101,56.93048128342246,6,Unknown
123.0,601.2276422764228,492.0243902439024,55.609756097560975,4,Unknown
81.0,600.3827160493827,536.2098765432099,55.25925925925926,4,Unknown
89.0,598.2359550561798,329.76404494382024,55.52808988764045,3,Unknown
24.0,598.2916666666666,803.6666666666666,56.0,0,Unknown
97.0,597.0927835051547,730.9690721649484,55.36082474226804,7,Unknown
106.0,595.3301886792453,532.7452830188679,56.264150943396224,4,Unknown
52.0,596.6923076923077,765.3846153846154,57.0,7,Unknown
33.0,596.4545454545455,456.45454545454544,56.0,1,Unknown
39.0,596.5128205128206,449.1538461538461,56.0,6,Unknown
99.0,595.4444444444445,549.070707070707,56.44444444444444,4,Unknown
94.0,593.9574468085107,380.0957446808511,56.70212765957447,7,Unknown
239.0,593.9330543933054,367.418410041841,55.34728033472803,7,Unknown
76.0,592.7763157894736,389.078947368421,56.026315789473685,7,Unknown
278.0,591.5503597122303,794.3956834532374,56.94244604316547,2,Unknown
149.0,590.8120805369127,566.6308724832214,55.66442953020134,4,Unknown
24.0,591.1666666666666,328.1666666666667,56.0,3,Unknown
137.0,584.3868613138686,777.4817518248175,56.43795620437956,7,Unknown
189.0,583.5238095238095,669.4920634920635,55.78835978835979,0,Unknown
119.0,585.0336134453781,473.7226890756302,55.79831932773109,4,Unknown
65.0,580.9692307692308,565.5846153846154,56.64615384615384,4,Unknown
205.0,580.2390243902439,306.9560975609756,55.93170731707317,2,Unknown
146.0,579.1232876712329,792.6849315068494,55.83561643835616,13,"Activated myeloid cells (MMP9, CD33)"
145.0,578.096551724138,355.51724137931035,56.2896551724138,7,Unknown
82.0,577.5853658536586,723.329268292683,55.48780487804878,6,Unknown
209.0,579.8086124401914,645.7846889952153,55.952153110047846,2,Unknown
39.0,576.2307692307693,777.7179487179487,56.0,7,Unknown
122.0,574.8852459016393,433.655737704918,56.16393442622951,6,Unknown
126.0,572.6507936507936,611.2698412698413,55.96825396825397,4,Unknown
55.0,573.1636363636363,800.2181818181818,55.52727272727272,9,Vascular progenitors cells
112.0,571.8482142857143,374.8303571428572,55.85714285714285,7,Unknown
61.0,571.0819672131148,586.0819672131148,55.47540983606557,8,Unknown
108.0,569.0648148148148,794.6203703703703,56.2037037037037,9,Vascular progenitors cells
106.0,568.0849056603773,719.9811320754717,56.09433962264151,4,Unknown
28.0,567.2857142857143,821.8928571428571,56.0,9,Vascular progenitors cells
102.0,566.843137254902,302.4313725490196,55.94117647058823,9,Vascular progenitors cells
33.0,563.3939393939394,138.4848484848485,56.0,8,Unknown
121.0,562.2561983471074,776.3553719008264,56.47933884297521,7,Unknown
117.0,560.3247863247864,709.6837606837607,55.12820512820513,1,Unknown
38.0,560.0,754.8421052631579,56.0,3,Unknown
127.0,561.0157480314961,405.4173228346457,56.40944881889764,6,Unknown
118.0,559.8389830508474,396.457627118644,55.76271186440678,6,Unknown
215.0,558.0511627906977,384.25116279069766,56.13023255813953,6,Unknown
92.0,558.9673913043479,360.6195652173913,56.56521739130435,7,Unknown
39.0,558.1794871794872,649.5897435897435,56.0,4,Unknown
34.0,558.1764705882352,458.8235294117647,56.0,1,Unknown
49.0,557.3673469387755,763.1224489795918,56.57142857142857,7,Unknown
77.0,556.6233766233767,795.2077922077922,56.05194805194805,3,Unknown
77.0,553.974025974026,348.0779220779221,55.1948051948052,3,Unknown
90.0,556.6888888888889,335.77777777777777,55.22222222222222,3,Unknown
138.0,555.3188405797101,253.1159420289855,56.05797101449275,2,Unknown
92.0,553.4130434782609,831.5108695652174,56.130434782608695,2,Unknown
86.0,554.6976744186046,660.1976744186046,56.55813953488372,4,Unknown
113.0,551.1061946902655,781.6460176991151,56.017699115044245,3,Unknown
165.0,550.9636363636364,723.0545454545454,55.84242424242424,4,Unknown
28.0,548.5,847.5,56.0,0,Unknown
71.0,548.8450704225352,716.2253521126761,56.59154929577465,4,Unknown
44.0,548.7954545454545,461.1363636363636,56.0,1,Unknown
40.0,545.15,707.425,56.55,6,Unknown
124.0,545.2258064516129,490.0403225806452,55.88709677419355,16,Proliferating cells (Ki-67)
121.0,543.0413223140496,500.801652892562,57.04132231404959,11,Unknown
58.0,544.5,406.9310344827586,56.72413793103448,6,Unknown
119.0,542.7647058823529,760.9411764705883,56.50420168067227,7,Unknown
87.0,541.4022988505748,465.8965517241379,55.51724137931034,4,Unknown
277.0,542.8916967509025,279.2129963898917,55.02527075812274,0,Unknown
42.0,541.9047619047619,638.7619047619048,56.0,4,Unknown
86.0,540.0813953488372,656.6279069767442,56.674418604651166,6,Unknown
115.0,540.1565217391304,369.7565217391305,56.03478260869565,6,Unknown
124.0,538.6935483870968,310.0806451612903,55.61290322580645,7,Unknown
108.0,538.3425925925926,780.9444444444445,55.92592592592592,7,Unknown
209.0,537.7320574162679,909.464114832536,55.98086124401914,2,Unknown
48.0,537.9791666666666,702.4583333333334,56.0,1,Unknown
78.0,537.6794871794872,494.02564102564105,56.1025641025641,5,Breast cancer cells
64.0,538.015625,425.984375,56.6875,6,Unknown
77.0,537.987012987013,393.5194805194805,56.935064935064936,9,Vascular progenitors cells
82.0,536.780487804878,729.3536585365854,56.65853658536585,6,Unknown
133.0,536.1353383458646,407.593984962406,55.36842105263158,6,Unknown
108.0,534.3888888888889,237.47222222222223,55.11111111111112,2,Unknown
173.0,532.5086705202312,713.9942196531792,56.4393063583815,6,Unknown
84.0,532.9166666666666,628.4285714285714,56.35714285714285,17,Unknown
22.0,531.5454545454545,310.1818181818182,56.0,7,Unknown
243.0,532.641975308642,674.119341563786,56.181069958847736,6,Unknown
237.0,533.5991561181435,586.6666666666666,55.20675105485232,18,Cytotoxic T cells
224.0,532.6785714285714,643.7633928571429,58.19642857142857,19,Macrophages (CD68)
142.0,531.6056338028169,430.387323943662,56.985915492957744,6,Unknown
191.0,531.9842931937172,421.6020942408377,56.24083769633508,6,Unknown
44.0,531.3409090909091,378.6818181818182,56.54545454545455,6,Unknown
161.0,529.7515527950311,742.3726708074535,56.11180124223603,6,Unknown
69.0,530.1304347826087,654.9420289855072,56.60869565217392,4,Unknown
83.0,529.9036144578313,542.0120481927711,56.98795180722892,11,Unknown
55.0,529.3818181818182,350.3636363636364,56.87272727272728,7,Unknown
150.0,526.4733333333334,499.6666666666667,55.28,5,Breast cancer cells
134.0,524.8955223880597,916.4253731343284,55.97014925373134,8,Unknown
156.0,523.7435897435897,629.7564102564103,56.02564102564103,17,Unknown
169.0,522.301775147929,472.02366863905326,56.34319526627219,4,Unknown
36.0,524.3055555555555,383.02777777777777,56.0,6,Unknown
75.0,524.9066666666666,327.16,55.78666666666667,7,Unknown
229.0,524.5065502183406,299.7423580786026,56.18340611353712,2,Unknown
261.0,524.1302681992337,281.43295019157085,55.770114942528735,2,Unknown
81.0,523.2962962962963,371.5432098765432,55.50617283950617,6,Unknown
120.0,523.375,348.93333333333334,56.71666666666667,7,Unknown
175.0,521.6228571428571,570.1028571428571,55.77142857142857,11,Unknown
102.0,519.0686274509804,711.156862745098,55.52941176470589,4,Unknown
157.0,519.3248407643312,433.7452229299363,55.93630573248408,6,Unknown
133.0,518.6992481203008,719.2857142857143,56.04511278195488,6,Unknown
169.0,518.4142011834319,338.1775147928994,56.17751479289941,7,Unknown
23.0,518.1304347826087,140.1304347826087,56.0,20,Antigen-Presenting Cells (CD40)
95.0,517.1263157894737,776.4315789473684,55.93684210526316,3,Unknown
124.0,516.8387096774194,421.6532258064516,57.20967741935484,8,Unknown
54.0,512.925925925926,709.1851851851852,56.44444444444444,4,Unknown
134.0,514.4626865671642,364.2164179104478,56.52238805970149,6,Unknown
32.0,514.5,72.5,56.0,2,Unknown
61.0,513.2459016393443,925.1475409836064,56.459016393442624,2,Unknown
61.0,512.8852459016393,483.0655737704918,56.0,5,Breast cancer cells
138.0,510.3333333333333,508.6449275362319,56.15942028985507,11,Unknown
116.0,509.4396551724138,864.2758620689655,55.8448275862069,9,Vascular progenitors cells
139.0,510.6187050359712,605.8129496402878,56.83453237410072,11,Unknown
318.0,509.02201257861634,584.7861635220125,56.069182389937104,16,Proliferating cells (Ki-67)
259.0,506.0849420849421,825.2625482625483,54.98069498069498,7,Unknown
141.0,507.290780141844,60.36879432624114,56.01418439716312,8,Unknown
242.0,505.92148760330576,669.805785123967,55.50413223140496,14,B cells
50.0,505.68,254.84,55.4,9,Vascular progenitors cells
86.0,505.2093023255814,406.7674418604651,56.95348837209303,6,Unknown
64.0,503.984375,245.71875,55.375,1,Unknown
106.0,503.6320754716981,73.21698113207547,55.283018867924525,2,Unknown
115.0,502.7304347826087,914.4,55.49565217391304,19,Macrophages (CD68)
281.0,501.4448398576512,790.9217081850534,56.54804270462633,3,Unknown
133.0,500.1428571428572,808.9398496240601,56.64661654135338,3,Unknown
153.0,500.7385620915032,385.5424836601307,57.00653594771242,6,Unknown
49.0,497.83673469387753,302.6530612244898,56.0,2,Unknown
36.0,498.69444444444446,289.69444444444446,56.0,2,Unknown
105.0,499.3904761904762,231.83809523809524,55.523809523809526,2,Unknown
34.0,497.6764705882353,375.7352941176471,56.0,1,Unknown
45.0,495.8444444444444,587.1555555555556,56.0,11,Unknown
46.0,496.1304347826087,350.9782608695652,56.0,8,Unknown
114.0,496.6929824561403,698.6140350877193,55.49122807017544,1,Unknown
403.0,492.1315136476427,260.9776674937965,55.52853598014888,9,Vascular progenitors cells
73.0,495.36986301369865,80.42465753424658,55.23287671232877,2,Unknown
98.0,494.3061224489796,897.5918367346939,55.775510204081634,2,Unknown
152.0,495.8618421052632,626.6973684210526,56.98684210526316,11,Unknown
165.0,493.6969696969697,486.6545454545454,56.02424242424242,11,Unknown
186.0,489.4462365591398,823.1290322580645,54.763440860215056,7,Unknown
230.0,493.0434782608696,597.0,56.165217391304346,11,Unknown
146.0,490.958904109589,170.43150684931507,56.02739726027397,8,Unknown
185.0,489.6216216216216,553.4378378378378,56.23783783783784,11,Unknown
79.0,490.6455696202532,336.873417721519,55.24050632911393,7,Unknown
47.0,489.7659574468085,799.1276595744681,56.0,3,Unknown
45.0,486.6666666666667,835.4222222222222,56.0,2,Unknown
39.0,486.87179487179486,446.12820512820514,56.0,6,Unknown
34.0,486.2941176470589,195.5,56.0,8,Unknown
26.0,486.34615384615387,181.34615384615384,56.0,20,Antigen-Presenting Cells (CD40)
238.0,482.4621848739496,276.66806722689074,55.25210084033613,15,Lymphatic endothelial cells
205.0,481.49756097560976,626.6731707317073,55.609756097560975,11,Unknown
27.0,482.4814814814815,386.1111111111111,56.0,6,Unknown
162.0,477.8518518518519,588.7716049382716,54.4320987654321,5,Breast cancer cells
96.0,479.6875,76.66666666666667,55.9375,2,Unknown
149.0,477.744966442953,734.248322147651,54.88590604026846,9,Vascular progenitors cells
55.0,477.7818181818182,599.8181818181819,56.50909090909091,16,Proliferating cells (Ki-67)
136.0,478.6764705882353,239.66176470588235,56.73529411764706,9,Vascular progenitors cells
248.0,476.7782258064516,329.91129032258067,55.08870967741935,4,Unknown
76.0,476.8684210526316,182.2236842105264,55.55263157894737,8,Unknown
235.0,475.4510638297872,351.1872340425532,55.98297872340426,7,Unknown
185.0,475.8648648648648,70.58918918918918,56.043243243243246,2,Unknown
137.0,470.7080291970803,707.8832116788321,54.42335766423358,6,Unknown
127.0,471.0787401574803,841.3070866141733,55.874015748031496,6,Unknown
166.0,469.89156626506025,562.8614457831326,56.67469879518072,11,Unknown
41.0,470.0487804878049,847.2682926829268,56.53658536585366,2,Unknown
180.0,470.35,725.1222222222223,56.766666666666666,6,Unknown
165.0,469.6,407.58181818181816,56.4969696969697,6,Unknown
192.0,470.34375,292.5052083333333,55.84375,7,Unknown
75.0,469.4933333333333,859.04,56.61333333333334,2,Unknown
197.0,469.56345177664974,592.1218274111675,55.64467005076142,5,Breast cancer cells
154.0,460.7792207792208,585.3051948051948,54.31168831168832,5,Breast cancer cells
188.0,459.531914893617,506.5585106382979,55.56382978723404,5,Breast cancer cells
198.0,460.0252525252525,481.37373737373736,56.37373737373738,11,Unknown
108.0,459.80555555555554,432.6203703703704,56.51851851851852,6,Unknown
156.0,457.7628205128205,859.3910256410256,55.91025641025641,2,Unknown
221.0,456.84615384615387,69.78733031674209,55.99095022624434,8,Unknown
263.0,455.50950570342206,726.0722433460076,55.90874524714829,6,Unknown
141.0,457.2411347517731,597.8439716312057,56.326241134751776,5,Breast cancer cells
215.0,456.6976744186047,409.42790697674417,55.86976744186047,6,Unknown
96.0,456.3645833333333,357.5,56.91666666666666,6,Unknown
187.0,455.7165775401069,252.27272727272728,56.342245989304814,2,Unknown
92.0,456.7065217391304,683.445652173913,56.82608695652174,6,Unknown
91.0,453.8021978021978,618.5054945054945,56.13186813186813,11,Unknown
238.0,454.8067226890756,820.2436974789916,55.09243697478992,2,Unknown
162.0,453.0,365.65432098765433,57.13580246913581,6,Unknown
188.0,451.25,472.6117021276596,56.56382978723404,11,Unknown
44.0,450.0,588.0227272727273,56.0,11,Unknown
188.0,445.6755319148936,567.1648936170212,57.85106382978724,11,Unknown
144.0,448.0,275.63194444444446,56.36111111111112,9,Vascular progenitors cells
200.0,445.115,466.685,55.97,11,Unknown
131.0,445.175572519084,92.67175572519083,56.0,2,Unknown
99.0,444.6868686868687,73.37373737373737,56.06060606060606,9,Vascular progenitors cells
238.0,442.8067226890756,761.2983193277311,55.77310924369748,7,Unknown
58.0,443.8965517241379,360.3103448275862,56.48275862068966,3,Unknown
110.0,444.5090909090909,260.76363636363635,56.72727272727273,2,Unknown
147.0,443.1428571428572,629.7278911564625,55.863945578231295,17,Unknown
225.0,443.56888888888886,434.7955555555556,56.46222222222222,6,Unknown
122.0,442.1475409836066,817.2950819672132,55.60655737704918,2,Unknown
83.0,440.7590361445783,868.4819277108434,55.373493975903614,14,B cells
444.0,440.2545045045045,586.5495495495495,55.67567567567568,11,Unknown
117.0,438.7521367521368,543.025641025641,55.57264957264957,11,Unknown
151.0,438.3708609271523,698.6291390728477,57.3907284768212,6,Unknown
82.0,438.1219512195122,567.5975609756098,56.63414634146341,11,Unknown
74.0,438.1891891891892,525.4324324324324,56.567567567567565,11,Unknown
272.0,435.94485294117646,792.1029411764706,55.34558823529412,7,Unknown
182.0,436.7142857142857,775.2857142857143,54.9010989010989,9,Vascular progenitors cells
139.0,437.021582733813,446.841726618705,56.0863309352518,2,Unknown
110.0,437.04545454545456,687.0909090909091,56.63636363636363,6,Unknown
56.0,435.7857142857143,668.9642857142857,56.5,6,Unknown
135.0,435.5111111111111,651.9407407407407,55.8962962962963,17,Unknown
56.0,435.8035714285714,614.9107142857143,55.5,17,Unknown
266.0,432.6278195488722,820.3082706766917,56.45112781954887,7,Unknown
77.0,429.9090909090909,796.6103896103896,56.46753246753247,3,Unknown
67.0,427.7313432835821,695.0,56.80597014925373,6,Unknown
184.0,428.1684782608696,618.179347826087,55.869565217391305,17,Unknown
110.0,426.96363636363634,595.2636363636364,56.63636363636363,11,Unknown
96.0,426.6458333333333,439.4375,56.10416666666666,0,Unknown
141.0,426.7872340425532,334.8581560283688,55.94326241134752,7,Unknown
26.0,426.6923076923077,327.03846153846155,56.0,3,Unknown
246.0,425.1666666666667,405.4878048780488,56.45528455284553,6,Unknown
173.0,423.78034682080926,581.456647398844,54.60115606936416,5,Breast cancer cells
307.0,423.5700325732899,682.3811074918567,56.925081433224754,6,Unknown
107.0,424.1682242990654,418.5140186915888,56.05607476635514,6,Unknown
48.0,423.8958333333333,474.1458333333333,56.54166666666666,11,Unknown
211.0,420.7298578199052,814.4170616113744,55.85781990521327,7,Unknown
375.0,419.4933333333333,707.08,54.384,1,Unknown
182.0,421.032967032967,467.3681318681319,57.0989010989011,11,Unknown
66.0,418.1363636363636,731.7878787878788,55.21212121212121,6,Unknown
182.0,415.6648351648352,481.4010989010989,57.71428571428572,11,Unknown
39.0,416.5897435897436,359.43589743589746,56.0,6,Unknown
89.0,416.438202247191,798.4157303370787,56.20224719101124,7,Unknown
142.0,415.4718309859155,606.7676056338029,56.0,11,Unknown
66.0,414.93939393939394,754.2272727272727,56.57575757575758,7,Unknown
29.0,414.6206896551725,724.0689655172414,56.0,8,Unknown
51.0,413.078431372549,591.2549019607843,56.0,11,Unknown
23.0,412.4782608695652,49.869565217391305,56.0,19,Macrophages (CD68)
127.0,409.3700787401575,738.3307086614174,55.55905511811024,6,Unknown
96.0,410.5833333333333,309.375,56.083333333333336,7,Unknown
24.0,410.5,425.5,56.0,1,Unknown
84.0,409.8452380952381,235.8928571428572,56.71428571428572,19,Macrophages (CD68)
216.0,410.0462962962963,41.513888888888886,56.0,2,Unknown
49.0,408.7142857142857,770.9795918367347,56.40816326530612,7,Unknown
293.0,406.9863481228669,699.8464163822525,55.54266211604096,1,Unknown
78.0,407.6538461538461,818.3333333333334,55.43589743589744,7,Unknown
66.0,405.1818181818182,569.1060606060606,56.54545454545455,11,Unknown
77.0,403.4155844155844,672.1558441558442,55.688311688311686,6,Unknown
120.0,402.9666666666666,741.3,56.88333333333333,2,Unknown
73.0,401.958904109589,487.3835616438356,56.10958904109589,11,Unknown
44.0,401.5,685.8636363636364,56.72727272727273,8,Unknown
149.0,399.9664429530201,421.22147651006713,56.83221476510067,6,Unknown
218.0,399.24311926605503,404.55045871559633,56.11926605504587,6,Unknown
124.0,399.5241935483871,372.71774193548384,56.41935483870968,8,Unknown
62.0,398.85483870967744,800.7096774193549,56.354838709677416,3,Unknown
174.0,397.44827586206895,520.9252873563219,56.83908045977012,11,Unknown
148.0,397.0608108108109,266.11486486486484,55.972972972972975,7,Unknown
45.0,394.5777777777778,731.5111111111111,56.0,6,Unknown
74.0,395.8108108108109,705.1216216216217,56.24324324324324,6,Unknown
43.0,395.3488372093023,642.0,56.0,6,Unknown
153.0,395.39869281045753,313.4640522875817,56.03921568627451,7,Unknown
110.0,392.7181818181818,677.8,56.54545454545455,6,Unknown
265.0,389.4528301886792,694.2415094339623,56.24150943396226,6,Unknown
88.0,390.89772727272725,802.8977272727273,55.38636363636363,3,Unknown
119.0,391.0420168067227,520.0588235294117,56.25210084033613,11,Unknown
102.0,389.80392156862746,501.4705882352941,56.70588235294117,11,Unknown
240.0,388.28333333333336,482.75416666666666,57.69166666666667,11,Unknown
113.0,388.7699115044248,377.3185840707965,56.14159292035398,8,Unknown
112.0,387.4107142857143,822.0267857142857,55.80357142857143,7,Unknown
194.0,386.2886597938144,562.1237113402062,56.628865979381445,11,Unknown
227.0,386.7312775330397,405.74449339207047,56.15859030837005,6,Unknown
53.0,384.37735849056605,441.5849056603773,55.471698113207545,4,Unknown
70.0,381.25714285714287,541.0714285714286,56.371428571428574,11,Unknown
69.0,382.072463768116,505.1449275362319,56.3768115942029,5,Breast cancer cells
125.0,381.84,340.216,55.68,3,Unknown
48.0,380.875,332.7083333333333,55.79166666666666,7,Unknown
157.0,381.1019108280255,516.4140127388536,56.38216560509554,11,Unknown
57.0,379.0,731.1578947368421,55.50877192982456,6,Unknown
74.0,380.0945945945946,637.0945945945946,55.43243243243244,6,Unknown
180.0,377.68888888888887,720.0222222222222,56.98888888888889,8,Unknown
50.0,377.86,303.64,56.0,9,Vascular progenitors cells
74.0,375.4864864864865,807.8648648648649,56.02702702702703,3,Unknown
85.0,375.6470588235294,791.4705882352941,55.24705882352941,7,Unknown
146.0,375.9383561643836,673.0958904109589,55.95890410958904,6,Unknown
344.0,374.6947674418605,408.6511627906977,55.7093023255814,6,Unknown
128.0,372.6015625,273.625,55.375,3,Unknown
76.0,371.3684210526316,369.5,56.55263157894737,2,Unknown
142.0,370.6408450704225,239.69014084507043,55.61971830985915,2,Unknown
207.0,368.5507246376812,785.1449275362319,56.42512077294686,9,Vascular progenitors cells
142.0,366.9084507042253,518.6197183098592,55.83098591549296,5,Breast cancer cells
90.0,361.8666666666667,424.1,55.06666666666667,6,Unknown
176.0,360.67045454545456,606.1193181818181,56.22727272727273,18,Cytotoxic T cells
117.0,359.8888888888889,270.5299145299145,55.965811965811966,7,Unknown
72.0,359.77777777777777,618.9027777777778,56.66666666666666,6,Unknown
157.0,355.54777070063693,783.2675159235669,54.99363057324841,7,Unknown
56.0,356.6607142857143,755.2857142857143,55.71428571428572,7,Unknown
134.0,356.53731343283584,510.13432835820896,57.08955223880597,11,Unknown
114.0,354.6929824561403,258.5701754385965,56.70175438596491,7,Unknown
111.0,354.1351351351352,769.4324324324324,56.32432432432432,3,Unknown
35.0,353.6,745.5142857142857,56.0,0,Unknown
116.0,352.2844827586207,706.7672413793103,55.91379310344828,6,Unknown
29.0,351.0,350.6551724137931,56.0,7,Unknown
79.0,349.8481012658228,611.2911392405064,56.30379746835443,4,Unknown
71.0,350.40845070422534,345.2957746478873,55.352112676056336,7,Unknown
116.0,348.1465517241379,733.5431034482758,55.72413793103448,6,Unknown
40.0,348.45,290.45,56.0,3,Unknown
151.0,346.7549668874172,654.6423841059602,55.77483443708609,1,Unknown
175.0,345.16,438.66857142857145,56.12571428571429,4,Unknown
157.0,344.3312101910828,571.9363057324841,56.19108280254777,17,Unknown
107.0,342.4766355140187,306.68224299065423,56.22429906542056,7,Unknown
71.0,342.3380281690141,671.1408450704225,55.66197183098591,1,Unknown
85.0,341.2470588235294,602.4823529411765,55.45882352941177,4,Unknown
86.0,341.4186046511628,338.95348837209303,55.48837209302326,3,Unknown
75.0,340.08,706.5466666666666,55.52,1,Unknown
73.0,335.93150684931504,316.86301369863014,56.21917808219178,7,Unknown
58.0,335.5,745.3620689655172,55.51724137931034,7,Unknown
111.0,336.1621621621622,417.4684684684685,55.891891891891895,6,Unknown
37.0,334.0,494.0,56.0,8,Unknown
55.0,333.09090909090907,288.1272727272727,56.0,9,Vascular progenitors cells
66.0,333.8333333333333,259.42424242424244,56.45454545454545,0,Unknown
65.0,330.24615384615385,726.9230769230769,55.35384615384616,6,Unknown
105.0,330.2857142857143,717.8190476190476,57.04761904761905,6,Unknown
118.0,328.9491525423729,441.6949152542373,55.898305084745765,4,Unknown
102.0,326.69607843137254,708.7941176470588,55.15686274509804,1,Unknown
179.0,328.53072625698326,544.7765363128492,56.03351955307262,17,Unknown
135.0,329.36296296296297,401.05185185185184,56.355555555555554,6,Unknown
