,Area,X,Y,Z,Clusters,Cells
6573,308.0,665.672077922078,702.512987012987,98.23376623376625,5,Unknown
6574,66.0,662.6818181818181,619.7575757575758,97.57575757575758,16,Macrophages (CD68)
6575,83.0,662.6626506024096,678.2168674698795,96.24096385542168,5,Unknown
6576,96.0,662.7395833333334,399.0416666666667,94.375,5,Unknown
6577,93.0,662.0752688172043,491.7956989247312,95.95698924731184,2,Potentially fibroblasts (fibronectin)
6578,269.0,660.4721189591078,382.0817843866171,99.49442379182156,5,Unknown
6579,198.0,660.6767676767677,226.8131313131313,96.0,8,Unknown
6580,119.0,659.7647058823529,441.3109243697479,97.3109243697479,4,Potentially fibroblasts (fibronectin)
6581,108.0,658.3796296296297,426.2037037037037,97.22222222222224,9,Potentially fibroblasts (fibronectin)
6582,260.0,659.3423076923077,722.8653846153846,95.26153846153846,5,Unknown
6583,126.0,656.1190476190476,312.45238095238096,98.06349206349206,12,MMP9 High cells
6584,39.0,657.1538461538462,290.0769230769231,96.0,1,Unknown
6585,273.0,656.6556776556777,759.8827838827839,92.96703296703296,7,Unknown
6586,134.0,653.820895522388,398.0149253731343,95.61194029850746,7,Unknown
6587,88.0,651.4545454545455,737.3295454545455,97.63636363636364,12,MMP9 High cells
6588,80.0,651.95,359.775,95.9,0,Some T cells (CD3)
6589,196.0,651.5561224489796,711.1938775510204,96.51020408163265,5,Unknown
6590,105.0,651.5333333333333,415.8571428571428,94.47619047619048,0,Some T cells (CD3)
6591,75.0,650.8666666666667,344.6666666666667,95.04,8,Unknown
6592,63.0,649.3809523809524,671.8253968253969,96.82539682539684,5,Unknown
6593,84.0,649.5,376.0952380952381,96.0,8,Unknown
6594,82.0,648.4878048780488,328.0,96.34146341463415,1,Unknown
6595,165.0,648.0181818181818,660.5757575757576,97.47878787878788,5,Unknown
6596,78.0,648.2307692307693,316.3589743589744,94.76923076923077,12,MMP9 High cells
6597,40.0,647.55,688.975,96.0,2,Potentially fibroblasts (fibronectin)
6598,103.0,646.1941747572815,246.1456310679612,96.03883495145632,8,Unknown
6599,100.0,643.11,395.49,94.8,5,Unknown
6600,128.0,642.890625,606.3125,96.84375,4,Potentially fibroblasts (fibronectin)
6601,117.0,642.9059829059829,674.7094017094017,94.15384615384616,5,Unknown
6602,135.0,642.0370370370371,358.5925925925926,95.52592592592593,0,Some T cells (CD3)
6603,212.0,640.25,598.7735849056604,95.69811320754717,13,B cells (CD20)
6604,219.0,640.4840182648402,436.1461187214612,95.48858447488584,4,Potentially fibroblasts (fibronectin)
6605,158.0,638.5316455696203,584.3860759493671,96.27848101265825,4,Potentially fibroblasts (fibronectin)
6606,37.0,638.0540540540541,402.2702702702703,96.0,0,Some T cells (CD3)
6607,33.0,635.4848484848485,409.8787878787879,97.33333333333331,0,Some T cells (CD3)
6608,131.0,635.6183206106871,291.03053435114504,96.51908396946565,1,Unknown
6609,112.0,634.3482142857143,885.2767857142857,96.42857142857143,1,Unknown
6610,289.0,630.9515570934255,702.2560553633218,96.35986159169552,5,Unknown
6611,125.0,631.48,806.272,94.976,1,Unknown
6612,207.0,632.3236714975845,548.9855072463768,95.86473429951691,4,Potentially fibroblasts (fibronectin)
6613,68.0,629.6029411764706,410.13235294117646,97.76470588235296,0,Some T cells (CD3)
6614,111.0,625.9639639639639,674.4054054054054,96.14414414414416,2,Potentially fibroblasts (fibronectin)
6615,178.0,625.4662921348314,654.9831460674158,96.04494382022472,5,Unknown
6616,71.0,625.6056338028169,403.7887323943662,93.5774647887324,0,Some T cells (CD3)
6617,318.0,622.5974842767296,387.7672955974843,94.77987421383648,5,Unknown
6618,167.0,623.0239520958083,468.94011976047904,96.09580838323353,2,Potentially fibroblasts (fibronectin)
6619,84.0,622.8809523809524,495.70238095238096,95.61904761904762,4,Potentially fibroblasts (fibronectin)
6620,105.0,621.3523809523809,435.67619047619047,94.47619047619048,2,Potentially fibroblasts (fibronectin)
6621,214.0,619.8785046728972,760.5046728971963,94.20560747663552,0,Some T cells (CD3)
6622,103.0,619.3203883495146,791.3300970873786,95.18446601941747,1,Unknown
6623,126.0,619.9206349206349,578.1031746031746,96.92063492063492,13,B cells (CD20)
6624,136.0,617.7720588235294,813.0588235294117,96.91176470588235,1,Unknown
6625,125.0,617.648,771.872,94.336,5,Unknown
6626,158.0,616.4430379746835,610.3607594936709,96.07594936708863,4,Potentially fibroblasts (fibronectin)
6627,39.0,616.7692307692307,446.2564102564103,96.0,2,Potentially fibroblasts (fibronectin)
6628,104.0,617.3269230769231,416.9807692307692,95.42307692307692,9,Potentially fibroblasts (fibronectin)
6629,65.0,615.9230769230769,687.9692307692308,97.35384615384615,17,Cytotoxic T cells (CD8a)
6630,141.0,614.0212765957447,503.8936170212766,96.02836879432624,4,Potentially fibroblasts (fibronectin)
6631,95.0,611.5894736842105,758.9052631578948,97.81052631578947,0,Some T cells (CD3)
6632,45.0,608.3333333333334,410.4222222222222,96.0,5,Unknown
6633,56.0,608.0892857142857,384.625,95.07142857142857,0,Some T cells (CD3)
6634,151.0,607.9602649006622,334.96026490066225,96.45033112582783,0,Some T cells (CD3)
6635,124.0,607.6451612903226,508.7016129032258,95.83870967741936,4,Potentially fibroblasts (fibronectin)
6636,43.0,605.5348837209302,777.9302325581396,96.0,1,Unknown
6637,82.0,605.7560975609756,363.9512195121951,96.14634146341463,1,Unknown
6638,112.0,605.7321428571429,493.7142857142857,94.42857142857143,4,Potentially fibroblasts (fibronectin)
6639,112.0,603.2767857142857,765.8571428571429,94.75,0,Some T cells (CD3)
6640,73.0,603.3287671232877,745.2191780821918,97.04109589041096,9,Potentially fibroblasts (fibronectin)
6641,169.0,604.4142011834319,520.2011834319527,94.57988165680473,4,Potentially fibroblasts (fibronectin)
6642,153.0,603.1830065359477,298.54901960784315,95.37254901960785,12,MMP9 High cells
6643,56.0,601.5714285714286,688.125,97.14285714285714,1,Unknown
6644,114.0,601.7017543859649,525.9649122807018,96.94736842105264,4,Potentially fibroblasts (fibronectin)
6645,77.0,600.5064935064935,665.5844155844156,97.66233766233766,5,Unknown
6646,399.0,597.047619047619,537.2907268170426,93.44360902255639,4,Potentially fibroblasts (fibronectin)
6647,55.0,599.2,389.45454545454544,96.0,0,Some T cells (CD3)
6648,80.0,598.35,730.125,94.8,0,Some T cells (CD3)
6649,60.0,598.0333333333333,672.0333333333333,95.06666666666666,1,Unknown
6650,59.0,596.2033898305085,798.5084745762712,97.42372881355932,5,Unknown
6651,39.0,596.3333333333334,716.6923076923077,96.0,9,Potentially fibroblasts (fibronectin)
6652,136.0,595.4926470588235,262.27941176470586,95.38235294117648,1,Unknown
6653,177.0,595.3050847457627,559.3389830508474,95.2768361581921,9,Potentially fibroblasts (fibronectin)
6654,127.0,594.5905511811023,503.9212598425197,95.93700787401575,3,Unknown
6655,44.0,594.5,313.0,96.0,1,Unknown
6656,198.0,593.9343434343434,283.5808080808081,94.24242424242425,1,Unknown
6657,36.0,592.6111111111111,386.9166666666667,96.0,0,Some T cells (CD3)
6658,116.0,592.5431034482758,341.83620689655174,95.37931034482759,0,Some T cells (CD3)
6659,132.0,592.75,749.1818181818181,98.63636363636364,0,Some T cells (CD3)
6660,182.0,592.2252747252747,704.0714285714286,95.75824175824177,9,Potentially fibroblasts (fibronectin)
6661,62.0,591.758064516129,676.0,94.90322580645162,5,Unknown
6662,50.0,592.16,437.2,96.8,2,Potentially fibroblasts (fibronectin)
6663,32.0,591.84375,401.625,96.0,1,Unknown
6664,81.0,590.0617283950618,684.0617283950618,96.0,2,Potentially fibroblasts (fibronectin)
6665,164.0,588.859756097561,576.2987804878048,99.41463414634147,4,Potentially fibroblasts (fibronectin)
6666,59.0,589.9661016949152,460.9830508474576,96.0,9,Potentially fibroblasts (fibronectin)
6667,43.0,588.3720930232558,518.8372093023256,96.0,8,Unknown
6668,116.0,587.7931034482758,833.2327586206897,96.3103448275862,12,MMP9 High cells
6669,192.0,583.1458333333334,736.296875,96.22916666666667,0,Some T cells (CD3)
6670,36.0,585.3055555555555,374.97222222222223,96.0,0,Some T cells (CD3)
6671,100.0,586.23,356.98,95.52,0,Some T cells (CD3)
6672,143.0,584.8041958041958,747.8111888111888,95.83216783216784,0,Some T cells (CD3)
6673,233.0,582.6781115879828,653.9871244635193,94.81545064377683,4,Potentially fibroblasts (fibronectin)
6674,33.0,584.030303030303,424.75757575757575,96.0,2,Potentially fibroblasts (fibronectin)
6675,134.0,584.2985074626865,505.2537313432836,96.23880597014926,8,Unknown
6676,52.0,582.0192307692307,687.6346153846154,94.76923076923077,2,Potentially fibroblasts (fibronectin)
6677,103.0,578.5728155339806,502.4368932038834,96.07766990291262,8,Unknown
6678,68.0,578.3676470588235,843.2941176470588,96.0,12,MMP9 High cells
6679,103.0,578.8932038834952,393.4368932038834,97.8252427184466,0,Some T cells (CD3)
6680,56.0,577.8214285714286,519.5,96.0,8,Unknown
6681,37.0,576.7027027027027,694.1351351351351,96.0,2,Potentially fibroblasts (fibronectin)
6682,168.0,578.2202380952381,284.625,98.59523809523812,1,Unknown
6683,112.0,576.0267857142857,328.92857142857144,94.67857142857143,0,Some T cells (CD3)
6684,170.0,574.3294117647059,291.6764705882353,95.27058823529411,1,Unknown
6685,37.0,573.7297297297297,821.1081081081081,96.0,16,Macrophages (CD68)
6686,268.0,574.4514925373135,614.7164179104477,98.22388059701493,4,Potentially fibroblasts (fibronectin)
6687,37.0,574.4054054054054,601.7567567567568,96.97297297297295,4,Potentially fibroblasts (fibronectin)
6688,170.0,574.2823529411764,478.4705882352941,96.09411764705881,4,Potentially fibroblasts (fibronectin)
6689,32.0,573.5625,360.0,96.0,0,Some T cells (CD3)
6690,66.0,570.9242424242424,685.2424242424242,95.87878787878788,2,Potentially fibroblasts (fibronectin)
6691,131.0,567.3664122137404,488.0687022900763,95.69465648854961,10,"Potentially breast cancer (PanCK, GATA3)"
6692,57.0,565.2456140350877,688.2280701754386,97.12280701754388,2,Potentially fibroblasts (fibronectin)
6693,64.0,564.5625,577.890625,94.5,8,Unknown
6694,32.0,564.65625,468.625,96.0,4,Potentially fibroblasts (fibronectin)
6695,31.0,565.1290322580645,222.48387096774192,96.0,1,Unknown
6696,40.0,563.475,473.3,95.3,4,Potentially fibroblasts (fibronectin)
6697,26.0,562.0384615384615,682.7307692307693,96.0,2,Potentially fibroblasts (fibronectin)
6698,161.0,561.5031055900621,520.72049689441,97.06832298136646,6,"Breast cancer cells (PanCK, GATA3)"
6699,121.0,562.9338842975206,279.60330578512395,95.07438016528927,1,Unknown
6700,95.0,560.4105263157895,675.7263157894737,96.37894736842105,2,Potentially fibroblasts (fibronectin)
6701,102.0,560.3039215686274,658.7058823529412,95.41176470588235,2,Potentially fibroblasts (fibronectin)
6702,106.0,560.9433962264151,256.79245283018867,94.22641509433963,16,Macrophages (CD68)
6703,126.0,559.4206349206349,642.9126984126984,96.6031746031746,2,Potentially fibroblasts (fibronectin)
6704,84.0,557.9047619047619,851.0357142857143,94.28571428571429,1,Unknown
6705,107.0,558.2242990654206,266.67289719626166,96.37383177570095,10,"Potentially breast cancer (PanCK, GATA3)"
6706,38.0,556.3947368421053,479.0263157894737,96.0,6,"Breast cancer cells (PanCK, GATA3)"
6707,249.0,555.3333333333334,354.90361445783134,100.22489959839358,5,Unknown
6708,43.0,554.3488372093024,836.0232558139535,96.0,5,Unknown
6709,155.0,554.3677419354839,463.7483870967742,94.70967741935483,4,Potentially fibroblasts (fibronectin)
6710,94.0,551.8404255319149,754.2659574468086,96.0,0,Some T cells (CD3)
6711,107.0,551.7102803738318,661.1588785046729,95.40186915887851,2,Potentially fibroblasts (fibronectin)
6712,111.0,552.8108108108108,489.990990990991,95.89189189189187,6,"Breast cancer cells (PanCK, GATA3)"
6713,77.0,552.1818181818181,429.45454545454544,97.66233766233766,2,Potentially fibroblasts (fibronectin)
6714,141.0,552.6595744680851,334.3687943262412,94.8936170212766,0,Some T cells (CD3)
6715,34.0,550.4411764705883,855.6764705882352,96.0,16,Macrophages (CD68)
6716,230.0,552.9391304347826,771.6478260869566,96.13913043478261,0,Some T cells (CD3)
6717,211.0,550.5497630331754,730.6445497630332,95.12796208530804,2,Potentially fibroblasts (fibronectin)
6718,193.0,547.6839378238342,800.7772020725389,95.91709844559585,0,Some T cells (CD3)
6719,69.0,545.695652173913,501.6521739130435,97.68115942028986,6,"Breast cancer cells (PanCK, GATA3)"
6720,169.0,546.2721893491124,317.3609467455621,96.11834319526628,0,Some T cells (CD3)
6721,68.0,545.5147058823529,435.4117647058824,97.3529411764706,9,Potentially fibroblasts (fibronectin)
6722,52.0,543.0384615384615,856.6923076923077,96.0,5,Unknown
6723,106.0,541.7169811320755,712.622641509434,92.60377358490567,13,B cells (CD20)
6724,76.0,542.7763157894736,365.4342105263158,97.78947368421052,1,Unknown
6725,134.0,543.6268656716418,297.93283582089555,94.98507462686567,1,Unknown
6726,136.0,541.8088235294117,719.1397058823529,96.26470588235296,11,Potentional fibroblasts (fibronectin)
6727,170.0,541.7764705882353,657.0294117647059,96.25882352941177,4,Potentially fibroblasts (fibronectin)
6728,158.0,541.873417721519,481.5506329113924,94.48101265822785,6,"Breast cancer cells (PanCK, GATA3)"
6729,176.0,542.3181818181819,383.5113636363636,96.06818181818181,7,Unknown
6730,32.0,542.125,275.1875,96.0,5,Unknown
6731,100.0,541.38,262.56,96.44,14,"Potentially malignant cells (CD34, Podoplanin)"
6732,73.0,541.3972602739726,254.15068493150685,97.5890410958904,14,"Potentially malignant cells (CD34, Podoplanin)"
6733,106.0,539.6603773584906,509.02830188679246,95.81132075471699,6,"Breast cancer cells (PanCK, GATA3)"
6734,292.0,540.3424657534247,469.7260273972603,92.97260273972603,6,"Breast cancer cells (PanCK, GATA3)"
6735,169.0,537.6508875739645,340.76331360946745,95.50295857988164,0,Some T cells (CD3)
6736,121.0,536.5123966942149,667.5785123966942,95.6694214876033,4,Potentially fibroblasts (fibronectin)
6737,148.0,537.2297297297297,453.8648648648648,96.02702702702705,2,Potentially fibroblasts (fibronectin)
6738,136.0,535.3235294117648,790.9191176470588,95.82352941176471,0,Some T cells (CD3)
6739,276.0,535.9384057971015,778.518115942029,94.97101449275364,0,Some T cells (CD3)
6740,68.0,536.5735294117648,495.77941176470586,95.29411764705883,6,"Breast cancer cells (PanCK, GATA3)"
6741,73.0,535.1232876712329,637.7260273972603,96.49315068493152,4,Potentially fibroblasts (fibronectin)
6742,104.0,534.7019230769231,479.4326923076923,96.15384615384616,6,"Breast cancer cells (PanCK, GATA3)"
6743,283.0,532.1342756183745,567.6890459363958,94.7279151943463,10,"Potentially breast cancer (PanCK, GATA3)"
6744,139.0,532.7913669064748,828.2805755395683,96.31654676258992,5,Unknown
6745,36.0,531.3611111111111,680.1111111111111,96.0,9,Potentially fibroblasts (fibronectin)
6746,111.0,532.1531531531532,616.1891891891892,97.8018018018018,10,"Potentially breast cancer (PanCK, GATA3)"
6747,87.0,531.3103448275862,549.1724137931035,97.60919540229887,4,Potentially fibroblasts (fibronectin)
6748,97.0,528.9278350515464,870.1752577319587,97.48453608247422,1,Unknown
6749,106.0,527.7735849056604,863.4905660377359,96.60377358490567,1,Unknown
6750,83.0,528.0963855421687,757.0,97.5421686746988,0,Some T cells (CD3)
6751,87.0,527.6436781609195,404.5402298850575,97.10344827586208,2,Potentially fibroblasts (fibronectin)
6752,229.0,528.1266375545852,314.3711790393013,96.15720524017468,1,Unknown
6753,136.0,526.625,294.06617647058823,95.41176470588235,1,Unknown
6754,88.0,525.4318181818181,349.03409090909093,95.31818181818181,0,Some T cells (CD3)
6755,156.0,525.8076923076923,262.6089743589744,95.71794871794872,7,Unknown
6756,86.0,524.3837209302326,837.3604651162791,96.18604651162791,16,Macrophages (CD68)
6757,28.0,523.7857142857143,636.5,96.0,10,"Potentially breast cancer (PanCK, GATA3)"
6758,190.0,524.4736842105264,436.12631578947367,97.62105263157895,9,Potentially fibroblasts (fibronectin)
6759,83.0,522.0481927710844,491.1204819277109,95.32530120481928,6,"Breast cancer cells (PanCK, GATA3)"
6760,58.0,521.4827586206897,476.3793103448276,94.75862068965519,2,Potentially fibroblasts (fibronectin)
6761,66.0,521.8484848484849,482.93939393939394,94.78787878787877,4,Potentially fibroblasts (fibronectin)
6762,55.0,519.4909090909091,276.1090909090909,95.27272727272727,5,Unknown
6763,109.0,521.1467889908257,249.55963302752292,95.41284403669727,7,Unknown
6764,139.0,519.0719424460432,728.6546762589928,95.42446043165468,2,Potentially fibroblasts (fibronectin)
6765,103.0,517.7766990291262,601.3300970873786,97.47572815533981,6,"Breast cancer cells (PanCK, GATA3)"
6766,54.0,519.4074074074074,469.0740740740741,96.81481481481481,4,Potentially fibroblasts (fibronectin)
6767,86.0,520.5232558139535,397.8953488372093,96.55813953488372,2,Potentially fibroblasts (fibronectin)
6768,207.0,515.9420289855072,619.2753623188406,95.2463768115942,6,"Breast cancer cells (PanCK, GATA3)"
6769,79.0,515.9746835443038,542.5189873417721,97.56962025316456,6,"Breast cancer cells (PanCK, GATA3)"
6770,141.0,514.049645390071,861.7446808510638,96.39716312056737,7,Unknown
6771,158.0,513.9050632911392,355.0,96.65822784810128,0,Some T cells (CD3)
6772,128.0,511.390625,379.375,96.71875,2,Potentially fibroblasts (fibronectin)
6773,28.0,510.8571428571428,891.2142857142857,96.0,1,Unknown
6774,116.0,509.5,199.0,94.48275862068965,16,Macrophages (CD68)
6775,29.0,508.0344827586207,604.7931034482758,96.0,6,"Breast cancer cells (PanCK, GATA3)"
6776,154.0,509.8831168831169,571.3116883116883,94.18181818181819,6,"Breast cancer cells (PanCK, GATA3)"
6777,40.0,507.65,561.075,95.0,6,"Breast cancer cells (PanCK, GATA3)"
6778,36.0,506.6111111111111,470.8611111111111,96.0,4,Potentially fibroblasts (fibronectin)
6779,31.0,506.258064516129,855.3870967741935,96.0,5,Unknown
6780,78.0,506.1025641025641,772.2564102564103,96.66666666666667,0,Some T cells (CD3)
6781,193.0,505.03108808290153,511.7253886010363,94.98445595854922,6,"Breast cancer cells (PanCK, GATA3)"
6782,340.0,503.6205882352941,733.1470588235294,94.32941176470588,2,Potentially fibroblasts (fibronectin)
6783,40.0,503.975,532.4,96.0,6,"Breast cancer cells (PanCK, GATA3)"
6784,133.0,503.5488721804512,499.578947368421,96.81203007518799,6,"Breast cancer cells (PanCK, GATA3)"
6785,123.0,503.7723577235772,234.02439024390245,96.130081300813,1,Unknown
6786,69.0,503.768115942029,280.5797101449276,97.5072463768116,7,Unknown
6787,82.0,501.3658536585366,648.3536585365854,95.8048780487805,17,Cytotoxic T cells (CD8a)
6788,109.0,502.0642201834862,443.4954128440367,96.44036697247705,9,Potentially fibroblasts (fibronectin)
6789,88.0,500.75,609.8068181818181,96.22727272727273,6,"Breast cancer cells (PanCK, GATA3)"
6790,38.0,500.1578947368421,576.2631578947369,96.0,6,"Breast cancer cells (PanCK, GATA3)"
6791,245.0,501.0489795918367,252.36326530612249,95.16734693877552,7,Unknown
6792,111.0,500.3423423423424,826.3783783783783,96.90090090090091,0,Some T cells (CD3)
6793,167.0,500.0179640718563,553.4910179640718,95.20958083832336,6,"Breast cancer cells (PanCK, GATA3)"
6794,99.0,499.959595959596,631.2525252525253,94.10101010101012,6,"Breast cancer cells (PanCK, GATA3)"
6795,118.0,498.96610169491527,596.6355932203389,95.08474576271186,6,"Breast cancer cells (PanCK, GATA3)"
6796,97.0,499.319587628866,264.5979381443299,95.34020618556703,7,Unknown
6797,40.0,497.725,799.925,96.0,0,Some T cells (CD3)
6798,77.0,498.0519480519481,787.0,97.71428571428571,0,Some T cells (CD3)
6799,210.0,497.1666666666667,566.6333333333333,95.61904761904762,6,"Breast cancer cells (PanCK, GATA3)"
6800,211.0,496.6635071090048,760.8104265402843,92.01895734597156,0,Some T cells (CD3)
6801,89.0,496.5730337078652,385.08988764044943,97.88764044943821,2,Potentially fibroblasts (fibronectin)
6802,260.0,495.0423076923077,491.4,95.04615384615384,6,"Breast cancer cells (PanCK, GATA3)"
6803,78.0,495.47435897435895,290.14102564102564,97.53846153846153,5,Unknown
6804,64.0,492.4375,848.59375,96.75,1,Unknown
6805,55.0,492.6363636363636,773.7818181818182,96.0,0,Some T cells (CD3)
6806,260.0,491.4730769230769,478.5423076923077,94.53846153846153,15,"Potentially breast cancer (PanCK, GATA3, CAIX)"
6807,75.0,490.8,558.7333333333333,97.17333333333333,6,"Breast cancer cells (PanCK, GATA3)"
6808,131.0,490.1145038167939,468.7404580152672,95.60305343511449,4,Potentially fibroblasts (fibronectin)
6809,161.0,489.1304347826087,525.4844720496894,93.76397515527951,6,"Breast cancer cells (PanCK, GATA3)"
6810,106.0,488.311320754717,587.1603773584906,94.98113207547169,6,"Breast cancer cells (PanCK, GATA3)"
6811,153.0,487.3529411764706,241.16993464052288,97.20261437908496,5,Unknown
6812,68.0,487.8970588235294,789.4558823529412,96.94117647058822,0,Some T cells (CD3)
6813,65.0,485.8,445.6,97.16923076923077,2,Potentially fibroblasts (fibronectin)
6814,176.0,485.0568181818182,258.5681818181818,97.75,7,Unknown
6815,100.0,485.12,570.26,97.56,6,"Breast cancer cells (PanCK, GATA3)"
6816,54.0,484.5925925925926,297.6111111111111,95.4074074074074,1,Unknown
6817,88.0,484.84090909090907,269.1136363636364,95.95454545454545,7,Unknown
6818,32.0,483.90625,791.53125,97.0,0,Some T cells (CD3)
6819,75.0,482.3333333333333,778.6266666666667,97.06666666666666,0,Some T cells (CD3)
6820,146.0,482.8493150684931,602.917808219178,97.15068493150685,6,"Breast cancer cells (PanCK, GATA3)"
6821,117.0,483.61538461538464,370.5384615384616,95.38461538461539,9,Potentially fibroblasts (fibronectin)
6822,85.0,482.15294117647056,389.45882352941175,96.09411764705881,2,Potentially fibroblasts (fibronectin)
6823,251.0,481.56972111553785,727.0517928286853,96.30278884462152,9,Potentially fibroblasts (fibronectin)
6824,33.0,479.8181818181818,272.1818181818182,96.0,7,Unknown
6825,131.0,477.7862595419848,341.4351145038168,97.25190839694656,0,Some T cells (CD3)
6826,150.0,476.5733333333333,736.5733333333334,96.88,7,Unknown
6827,91.0,476.8241758241758,474.1428571428572,97.8021978021978,6,"Breast cancer cells (PanCK, GATA3)"
6828,58.0,477.2931034482759,375.7413793103448,96.75862068965519,4,Potentially fibroblasts (fibronectin)
6829,78.0,476.1923076923077,669.4615384615385,95.43589743589745,4,Potentially fibroblasts (fibronectin)
6830,40.0,475.025,629.1,96.0,6,"Breast cancer cells (PanCK, GATA3)"
6831,260.0,475.5615384615385,498.8269230769231,94.64615384615385,6,"Breast cancer cells (PanCK, GATA3)"
6832,29.0,474.3103448275862,506.44827586206895,96.0,6,"Breast cancer cells (PanCK, GATA3)"
6833,31.0,473.64516129032256,786.1612903225806,96.0,0,Some T cells (CD3)
6834,103.0,473.22330097087377,528.5339805825242,96.11650485436893,6,"Breast cancer cells (PanCK, GATA3)"
6835,158.0,473.1835443037975,207.84177215189877,96.25316455696202,8,Unknown
6836,161.0,471.06832298136646,858.9813664596273,94.88198757763975,1,Unknown
6837,81.0,471.5185185185185,483.6296296296296,96.93827160493827,6,"Breast cancer cells (PanCK, GATA3)"
6838,177.0,471.03954802259886,397.6723163841808,96.18079096045199,9,Potentially fibroblasts (fibronectin)
6839,72.0,469.69444444444446,319.375,94.55555555555556,1,Unknown
6840,38.0,468.89473684210526,520.2105263157895,96.0,6,"Breast cancer cells (PanCK, GATA3)"
6841,70.0,468.8285714285714,289.1857142857143,94.85714285714286,0,Some T cells (CD3)
6842,44.0,466.8863636363636,851.1818181818181,97.27272727272727,3,Unknown
6843,218.0,467.3532110091743,561.9770642201835,95.83486238532112,6,"Breast cancer cells (PanCK, GATA3)"
6844,124.0,466.5564516129032,460.6854838709677,95.48387096774194,10,"Potentially breast cancer (PanCK, GATA3)"
6845,150.0,466.9,449.54,95.70666666666665,10,"Potentially breast cancer (PanCK, GATA3)"
6846,116.0,466.7844827586207,254.73275862068965,96.0,1,Unknown
6847,221.0,465.8009049773756,815.0995475113123,96.25339366515838,0,Some T cells (CD3)
6848,97.0,465.0927835051546,776.2886597938144,97.48453608247422,0,Some T cells (CD3)
6849,107.0,466.214953271028,664.5140186915888,94.61682242990656,2,Potentially fibroblasts (fibronectin)
6850,127.0,466.1653543307087,393.488188976378,95.37007874015748,9,Potentially fibroblasts (fibronectin)
6851,307.0,465.4983713355049,802.657980456026,93.85016286644951,0,Some T cells (CD3)
6852,194.0,464.4329896907216,731.6752577319587,93.64948453608247,2,Potentially fibroblasts (fibronectin)
6853,127.0,464.7795275590551,633.6929133858267,95.43307086614175,6,"Breast cancer cells (PanCK, GATA3)"
6854,142.0,464.3309859154929,595.3661971830986,96.53521126760563,6,"Breast cancer cells (PanCK, GATA3)"
6855,84.0,464.8690476190476,500.7142857142857,96.04761904761905,6,"Breast cancer cells (PanCK, GATA3)"
6856,172.0,465.5058139534884,356.1453488372093,95.51162790697674,2,Potentially fibroblasts (fibronectin)
6857,84.0,462.8452380952381,540.1309523809524,94.9047619047619,6,"Breast cancer cells (PanCK, GATA3)"
6858,100.0,461.67,526.8,96.88,6,"Breast cancer cells (PanCK, GATA3)"
6859,137.0,461.978102189781,264.75182481751824,96.43795620437956,5,Unknown
6860,127.0,460.7795275590551,399.8661417322834,97.66929133858268,7,Unknown
6861,154.0,460.46753246753246,382.6428571428572,96.98701298701299,2,Potentially fibroblasts (fibronectin)
6862,160.0,459.36875,670.24375,95.95,2,Potentially fibroblasts (fibronectin)
6863,189.0,460.4497354497354,547.4391534391534,97.58730158730158,6,"Breast cancer cells (PanCK, GATA3)"
6864,63.0,459.2857142857143,826.1269841269841,96.0,0,Some T cells (CD3)
6865,154.0,459.448051948052,284.23376623376623,97.37662337662337,0,Some T cells (CD3)
6866,155.0,458.5612903225807,439.3935483870968,95.89677419354837,2,Potentially fibroblasts (fibronectin)
6867,47.0,457.17021276595744,294.06382978723406,96.0,0,Some T cells (CD3)
6868,106.0,455.8207547169811,498.0188679245283,95.9622641509434,6,"Breast cancer cells (PanCK, GATA3)"
6869,145.0,454.86206896551727,763.8,96.08275862068965,0,Some T cells (CD3)
6870,213.0,454.6713615023474,745.8450704225352,94.10328638497651,2,Potentially fibroblasts (fibronectin)
6871,251.0,454.00796812749,719.3306772908367,96.6374501992032,2,Potentially fibroblasts (fibronectin)
6872,121.0,453.8264462809917,199.4214876033058,96.5619834710744,1,Unknown
6873,80.0,452.7625,846.3,95.0,1,Unknown
6874,263.0,453.8555133079848,507.77186311787074,95.16349809885932,6,"Breast cancer cells (PanCK, GATA3)"
6875,187.0,453.2673796791444,469.6951871657754,96.55614973262033,6,"Breast cancer cells (PanCK, GATA3)"
6876,31.0,453.9354838709677,368.8387096774193,96.0,9,Potentially fibroblasts (fibronectin)
6877,138.0,452.8043478260869,356.2898550724637,95.47826086956522,0,Some T cells (CD3)
6878,137.0,451.1094890510949,811.8978102189781,95.29927007299268,5,Unknown
6879,118.0,452.1694915254237,412.728813559322,97.05084745762711,2,Potentially fibroblasts (fibronectin)
6880,118.0,451.7372881355933,626.6864406779661,96.0677966101695,6,"Breast cancer cells (PanCK, GATA3)"
6881,84.0,449.54761904761904,279.8333333333333,95.19047619047619,0,Some T cells (CD3)
6882,37.0,450.0,239.0,96.0,8,Unknown
6883,122.0,448.8196721311475,457.4262295081968,96.36065573770492,10,"Potentially breast cancer (PanCK, GATA3)"
6884,140.0,449.6714285714286,190.0928571428572,97.6,8,Unknown
6885,185.0,446.7027027027027,670.6378378378379,96.56216216216217,2,Potentially fibroblasts (fibronectin)
6886,232.0,449.2241379310345,614.6939655172414,95.60344827586208,15,"Potentially breast cancer (PanCK, GATA3, CAIX)"
6887,90.0,447.06666666666666,353.3888888888889,97.9111111111111,0,Some T cells (CD3)
